msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel
tUgOZSNS60aqZM1ep9moEtIda65ELLGLYP2j4uXsriQ=,41,30,149,149,1,20151211,20180407,0
7KxmCQRqooTngplClf88dQ3Mwxs3GbNUCrUAdj1Vo0o=,40,30,149,149,1,20170306,20170405,0
Cr0JxoWNfYW7msPpxy2t09SW1FlNx/AVAzwZJsASUbY=,38,30,149,149,0,20170321,20170420,0
YHWI5tg3fY1VT0cSin6n9NDUVv34hbFyg7bwBs30nrk=,32,410,1788,1788,0,20160911,20171105,0
122BwRw3M1RSx+XXXbd4wDFs48cVB2ZKrkTaD+RE1Ps=,32,410,1788,1788,0,20170317,20180504,0
5t6bs7+ybU4ozB9CpZ/CBABnPuZRwhcWIvbcbUBhY1E=,39,30,149,149,1,20170228,20170405,0
nOPfTG/E3h3hdBJifg+qdRWIXsgp1gZ6DlyJLhsYFJ8=,39,30,149,149,1,20170228,20170427,0
fbp2YByxEPZp6chc5G/JBfNPUXah3IEYLopF0aizzeo=,40,30,149,149,1,20170326,20170426,0
g+ehQJqk3QDLrPMH6jjQAc+wiv1r1puxZBz5bGITa2Q=,41,30,99,99,1,20170331,20170430,0
OpIevWLmfDU6bEYSP0UCHCcxoArKk/s5YPR0uD+o86w=,41,30,99,99,1,20170310,20170410,0
EuSCC6dhE+GJNdtShMyLodrd4aKE5lQzLst4M2K7auI=,41,30,99,99,1,20170322,20170422,0
SUPp52lId0suvvEcddqQyaj5Xh3UQE1SN6M6Yg5P+sg=,41,30,129,129,1,20160116,20180717,0
sTYBG7PF4vGzU86oTStpy0uOItzoUX9omQj5aWkx/nY=,41,30,99,99,1,20170302,20170402,0
sWb1O42dHtfbSRNHBA+L3o8r4Cl/dBXEFoxg8pPiVLQ=,36,30,180,180,1,20170331,20170506,0
IWcpU+hALGEApuMRaIdIaBkbZWzILJ1LJ4etQyveA0c=,38,195,894,894,0,20161222,20170705,0
o3H2YsZYYJYv9g2D16aSdcdfHU4B3/3phqRwX6kIn7k=,41,30,99,99,1,20170325,20170425,0
A5whz28xKg1KosKpH3Y+Vv1FYvNWhh392HH5A2NSASw=,41,30,99,99,1,20170305,20170405,0
UhQLWmDvi5si475WpiTowREfq5YgyHQRJKssb8MSBUk=,30,30,129,129,1,20170308,20170407,0
u+ToD7BDy0CzbZcsCWaWJ3zjESpDo7hbZXa5DZYQr8I=,20,100,480,480,0,20170201,20170512,0
JZXRFJWCaRjdilu7BPAlBxHy7OPwbud8juOx8yWycp0=,41,30,99,99,1,20170324,20170424,0
3WluGuyVd1W0XCRBB5gdWPCoSB62aEbrhYLFLQfh7dw=,37,30,149,149,1,20170310,20170411,0
qpEV6PRhzZSFIFxrHxmfolVVUWCZZDZAx04HCBMhQlA=,17,240,0,0,0,20170305,20170308,0
oTdTF2HIUIj2rBu83oLngCzaYRhnXYjLI/mTyVX0BnM=,41,30,99,99,1,20170319,20170419,0
TjzFvcL8hGPuLXl0JM8dhg+674ZvFBWWD3y+Gq/sa1g=,32,195,894,894,0,20161010,20170423,0
Ttg/Ove0VkjubvYGLIhwIn0dlsbHbyihOzP/fDCExdY=,29,30,180,180,0,20170328,20170427,0
P9gCp686osWbjtgHHXkBuR2GtBeUaj1QQ66SADlFtKY=,20,200,930,930,0,20161105,20170530,0
GkEqmX53kYv0bGnVBFFzftImrUEawHDoshxj7Z/kG9c=,41,30,99,99,1,20170307,20170407,0
mouDxFFd4On6txhRJk4hQiOmJzQWyl9i15x4gnJdCI4=,32,90,298,298,0,20170121,20170523,0
xwpubA6kiUt2yWKdIItlsZ/6Nz4cKHDuvbKRCifmSFk=,31,30,149,149,1,20170331,20170430,0
rybl9PdyoIzF2VFVysmZDzKDq9ROr7RgrAPhKihkrpw=,41,30,149,149,1,20151103,20180503,0
cgXtVTPfvAh2DlcHFh6niBd52Tm3MCErzSxOeIVyDrI=,41,30,99,99,1,20170305,20170405,0
0Kg+Bx0kIPaY4lc9LUe0FnZHH2kxuGARHuiKNsSgO50=,32,180,699,699,0,20161122,20170524,0
A9tOg7mMAENkZnw/vDamzZ7AG0MHoTRHvevMwN68qDM=,41,30,99,99,1,20170327,20170427,0
kE3ThpIiOeMQDRXAdJVGYPvN8rqqSJ8y5t/7xi61vL4=,39,30,149,149,1,20170331,20170518,0
NXXNDWEfd5mmTCtiNccBRZeKQJm2gCTaQqUpKrm8J2k=,41,30,99,99,1,20170331,20170430,0
t77g9DTnv5kXh6Re+z3xwj4Sx7y5HeNscErysrQE5FM=,41,30,100,100,1,20170304,20170403,0
S22AUfligVGn4T603C83mFrK+T3IUFQTVyrubJppne8=,39,30,149,149,1,20170331,20170519,0
TWK+CgzU0AqVtLRlALRjlTQAUGEwX/udBl8vM8eiKxQ=,41,30,99,99,1,20170324,20170424,0
fEM655twHJidB8R4U3lSexwF21MWuyRHX24dEMYVow4=,29,30,180,0,1,20170321,20170323,0
d5liU8rjjx8DzXmwpOp77LdW1MMq6fSyqge0KmxNM0s=,38,30,149,149,0,20170301,20170331,0
+u/qXLI/sF1oPwDd5WvmyO9nJhO89JvYVddPQ4j1m/o=,32,180,699,699,0,20161225,20170623,0
YifHYJPwr6WL2Lf6YTlZpiu9vafqyzQyXB669CUjchA=,41,30,99,99,1,20170310,20170410,0
EHm4AZVfQdBoG27szXUO8Di8j43e3vjBC8Bb5W3BWpM=,41,30,149,149,1,20150914,20180515,0
QkgGQgEDTG3ORSSSxjiwehouvnjt+vYVEnCzylSZi5o=,38,90,0,0,0,20170119,20170419,0
7VZXM6AvO29wst6UljVkWWiIdpIcPITIdxevx18afHU=,41,30,99,99,1,20170325,20170425,0
kRFSFkjKRxuZrh7JIknQmHq4M0TCFiCKsMJPlFulypo=,38,30,149,149,0,20170309,20170408,0
GuZrJsb2NzDY+G4LuVvaajEOZuFj2wkYaH8DhAym4ks=,41,30,149,149,1,20150820,20180130,0
oC2ZAZ1/aXMif/+oNLLesF99WmD2lATx2AWXXFMa2Jw=,41,30,99,99,1,20170331,20170430,0
ARNSfVfRzpm7wwUkAbj8bcT3kEXmg6wDscE21Fwp5lc=,38,30,149,149,0,20170319,20170418,0
MLz/xY0uJAuslL/9aO2tmzVW5/dHAcnniJ6OGzd53dI=,41,30,149,149,1,20170310,20170410,0
bdQ0Tti2JZBf1FM3qh4duoa2+8XUfJ3fQOVmImIF/H0=,39,30,149,149,1,20170331,20170511,0
IZ10jp8Q8A+1GAeMkw47hjqZBl06dMBXFp7hzjDfCIo=,36,30,180,180,0,20170317,20170416,0
XQiLP76SJTkzuWZkZvpn++SD7KJZowJiybfI7hs+UUU=,41,30,129,129,1,20170304,20170404,0
XIG028mQEKz9GA3aCZ4G0vLiFmmKnMYfgzKli3YhXOs=,39,30,149,149,1,20170228,20170421,0
uFgx/hAwE4MBpGPzZaOa3WZJmtuQTMTmKZoQSv+Gw4A=,41,30,99,99,1,20170316,20170416,0
JG+oiDhqqGuabv8Im+PcwV1ALS62imGM66/y1lYohaQ=,32,90,298,298,0,20170223,20170524,0
+RRqvuhSX8E7AoA4IP3gKoyqAL/CpmaSKaDQP6P9UGI=,39,30,149,149,1,20170228,20170404,0
kq6cAgOHhJiPb6vwmZqzUL7UTK+v1y4Qwiz2fSvDmaI=,34,30,149,149,1,20170331,20170430,0
bK/N/Bnt04cm6SsSl0C6B0AiuOAiQQclwC4qhXToIiQ=,41,30,129,129,1,20170331,20170430,0
gfy34/4Lp7PAu67wSJiEfhiWcxrA19kwt4vXincheGU=,15,120,600,600,0,20170301,20170801,0
CO7ulqPiylfXfCtYYuY62J3UVL6Fjboyuvbd09aC+Ls=,36,30,180,180,1,20170311,20170410,0
ytFrpDnwuEliq+BR6TiUzc8qzPzgSvwSf9IY1tvwaa8=,38,30,149,149,0,20170326,20170425,0
u0SO555uXGM5gU3kEWX3iBeplKcelfQGaN9VlpMemfU=,36,30,180,180,0,20170315,20170415,0
UTtHA1vyCXrsKDnUu16UVf/nUYQ/igrG3Il4djGzDi0=,36,30,180,180,1,20170311,20170410,0
2/qZRdT1kALLKKXfK4oaWNmWq2ikXvb1BynpUdNtiL0=,38,195,894,894,0,20170223,20170906,0
UM7IWYZSKx6Kb1sKw6Pc8tlEkkOrp3KUe92Mnajw01A=,41,30,100,100,1,20170322,20170422,0
UNSXORiTHxEF8zKj/aLpucQZ9f39ffixSoVGX7aiG5I=,32,270,894,894,0,20161214,20170913,0
BcdN8YuzyRSId9MeXi8+WWcCGQpQG3AfGmg7QrzitgQ=,41,30,149,149,1,20150524,20170624,0
7RmuoPuzHwuzikqZC7Vat4PFiGprW4sbLsIJ/qEYIz4=,41,30,100,100,1,20170327,20170426,0
Fy8mnSzGlkkRsDZFC9Nxg5Od7MbzcAgsJb5VlpbZpzQ=,37,30,149,149,1,20170301,20170331,0
1XIxjry4IxAEeYy5+h8qT1a0cG07wtkMnoNdGaNprCw=,30,30,100,100,1,20170320,20170422,0
U0EpQurQ7Gi1WcKyOczt7P9mj6ea3gblOO2lzlkPdYk=,41,30,149,149,1,20170311,20170411,0
AGYPPquNfkybnSTvMgRLNaWSDHBndPx/fqUsgOWeMG4=,38,30,149,149,0,20170320,20170419,0
E8OMS1y2t7zsBc4pJ5TfdCw+ubZ5LJQdtQyQSSkcKYo=,39,30,149,149,1,20170228,20170427,0
efWhTmElzYtqnZ5yNUsjrThLpO6eKM3nHRd2Z0dvgUI=,38,195,894,894,0,20161214,20170627,0
hnFlSnNTtHytEYm1lR24npKFCswB6iSutZ+eLOmgyXE=,41,30,149,149,1,20161223,20170423,0
+YLWD4x+fiTPGT31HHzz38ekwPZJ5hPWyvkYtOZ7Zdk=,41,30,99,99,1,20170322,20170422,0
Sq+f+baXyyRx8j/+0+8/nIE2LHwdNWdOHhEMXfwp6pc=,41,30,129,129,1,20170304,20170405,0
V/rsBVLSr9dp17pfmUDNqtdCGXsDluNerr396+Odmq8=,41,30,149,149,1,20170307,20170407,0
6VnVHIpnGeQjyRwX2O5pEov0EgxQWmWYs6QdN9+GHYs=,32,410,1788,1788,0,20170306,20180426,0
+JnMH7aWp4K2Js460Mdhy1XlkUb0IlDBpCfs2y1FKkU=,40,30,149,149,1,20170325,20170425,0
Qn50AL0oBmrTIoUim8i8Wt3/VNckRujAcC1WcKVLMMw=,41,30,129,129,1,20170302,20170402,0
8PEDEgMMmlYAoMpTat4qF+wU59TtNO9fKVJDC2rRwIA=,36,30,180,180,1,20170309,20170308,1
Hcbu42Yxa3ebJnj3A9nTKDG7RiTsJEq6mW2Eyl/rMM4=,36,30,180,180,0,20170313,20170412,0
eHmIHqs7+i/uJQxSYTRXw87VILl7CYQ1R01uBFfEjVs=,38,410,1788,1788,0,20160904,20171019,0
n6H35ZSBAXR/zrq1K98t5rVXTiH9ErjRAmO0mZJN4s0=,29,30,180,180,0,20170322,20170421,0
L2tDdsDroN2nxda/iIh2hZUEGxliqzKFQtVvRbFMyQE=,41,30,149,149,1,20160201,20171002,0
6S3Pp4V/zPd0EiEwtKKcqJLn6tmTNmVu6aSgEQOo9Ok=,30,30,129,129,1,20170320,20170419,0
gR+Gbet/isUBJC3hIDElQZAmHN07VV2+tNp2twq5mSE=,41,30,99,99,1,20170301,20170401,0
mNW4Of/SL9+VhPfD86z/94rimNKiZhkDHxRgdl7HQs8=,41,30,149,149,1,20170303,20170403,0
LrtK9v18bhqpGFTWwFM5w65ho8YnaSRq+cIWzupcwJ0=,39,30,149,149,1,20170228,20170421,0
lM7/3yrHKggDL/dXjX2jE0RHJTNIyQEh/8Da2X4kqAk=,41,30,149,149,1,20170309,20170409,0
QQj4WgcvXyIzyIxfltnX665BoxNJl41rz5nMCOPh8JU=,36,30,180,180,1,20170330,20170514,0
zsRHZNbPmb9fsSR/FdVSmDCmkd+KG5DHIydVdB03ho8=,41,30,100,100,1,20170311,20170410,0
4h9oKKxSp9qoZ+ktzVEn/9eChHCVNUghNlIwPIKWCj4=,33,30,149,149,1,20170331,20170430,0
4SMTyPlSrywIgKYdGHhpDwQxuFxVmr12iiiZn1nSILI=,41,30,99,99,1,20170305,20170405,0
j3VWgqip+vH7cGDOACv6E4HFyiCjlWmrMcwtf9HfYDk=,41,30,129,129,1,20170314,20170415,0
UnPPyGh6b0LM5WxmOWCmUWM5QOL+mePDT95kXp7pVpI=,41,30,99,99,1,20170331,20170430,0
BBBqf1xdZHAI0aw9VNI8oy6WOGcJ6pRTaeFK4wmBXD4=,41,30,99,99,1,20170331,20170430,0
M1V3sSBnMKEOBsVFBJZzkQ/5uwqlGHujJvJnxbY0yW4=,35,7,0,0,0,20170220,20180420,0
QyupC5XNEXd3CjUhbfk0pa70g4jd5TPAgCy7/asGo/0=,40,30,149,149,1,20170311,20170413,0
HNturlYkPuiqzuubNUyxeT0F1gichTZ6aPKxE5HXWRE=,41,30,99,99,1,20170319,20170419,0
QBi/NeV9tHX5Uj9daZ8CgtXNz2ZS6UOxRlhC416rOqs=,36,30,180,180,1,20170327,20170426,0
xxNqPPk2341bnRAzYerPsrWo+cEgNVdG0f6lE9LTkqs=,41,30,99,99,1,20170322,20170422,0
BdKLaJYYIDkjOSc7dm360gsenpT7yJ7n9nL0FuSRFa4=,41,30,149,149,1,20160202,20180305,0
nHIT+jxF5p5+/N/X/18CVTQuQF6P3oSspvBUUr+TCtU=,32,410,1788,1788,0,20161221,20180207,0
waeoQYo10wCcFqQI1BMbfzHvMZpYL2HDBnD0A6YCAB4=,38,410,1788,1788,0,20160723,20170907,0
lY6mxNLAQaloPlepInQiaRKxtZuD4lF2VmeuzGvG+rM=,41,30,149,149,1,20170313,20170413,0
kHLV1qbFv/AAundzsNsKGgZV3GlTnNQ13x7GN2cLklc=,41,30,100,100,1,20170331,20170430,0
TH08M7BHyMfDnQpl6DyzRxnAhslmee4E/gnsDZrXU2A=,41,30,149,149,1,20170313,20170415,0
UvpzwEcGRuJTA5l3uMeG2wQ+2DuiQgzv+5SwOvhi03s=,32,410,1788,1788,0,20160327,20170514,0
L4OV1j04KLHHCJIEzg4d1Ttv3Rf92qjtqjDqknUr9l8=,41,30,149,149,1,20170314,20170314,1
KeCRC3PIez8PZEv5Gbb9OIJXqP9o/hdIvbAO5XheoeM=,41,30,149,149,1,20170310,20170410,0
ofUm8RYtMgMCHDGLL9+RkpUPhKBuheNaFyMQzrzPHRs=,36,30,180,180,1,20170307,20170406,0
erIix12uF4n1ivJYv4GK9E7aVZhB9fyv+P5SEIqQjxo=,32,240,1200,1200,0,20170225,20171027,0
6kgDdoHeZddK1PN3eE8ypzrjhgqaOh+2HQoIRf1KsyU=,34,30,149,149,1,20170331,20170430,0
iWpFCOPJcrwQ1E44Huphbwbj+fpe/DIjKcF1vjMY7fk=,41,30,99,99,1,20170316,20170416,0
F0XytigqVsTH7f9/szJkBFzXMgKIjnwf45g4fRmkCgc=,41,30,99,99,1,20170313,20170413,0
VIpoV2MY4nO2TsHMIvGR59EkwqVO/FC541D+zNLebYU=,31,30,149,149,1,20170331,20170430,0
UrTlmzK1ta/IKp6oDpinzH8XV80uUPFjPifE/DkVOMo=,41,30,99,99,1,20170301,20170401,0
5nz5/PXc4fxphhc7tdNBkI+5zFNxHsfLffgdzagOVYA=,34,30,149,149,1,20170331,20170430,0
UsGtnB8+W9PXy7BuA0jnshTIjFLCVhkJWkUYfITJn4Q=,41,30,99,99,1,20170310,20170410,0
zUtFceWbY2xNvbyKPhsiFlce2Vcnm2aqdH9g+5PPDw4=,41,30,149,149,1,20170307,20170408,0
xeqACObm1a7IriVgqlTtY7H9OQlMu0pgjf3CKzR5vyA=,39,30,149,149,1,20170228,20170429,0
IiS4U9BRqsJtXocFeWq64P1VD44c8bcLOtq9pEEbdag=,36,30,180,180,1,20170328,20170527,0
emoY+HYULSjjrqktwhc9IiPtD46XjyQEwYTXfL+S2N4=,41,30,149,149,1,20170301,20170401,0
GYv2w4xKA2cgV0e5oYHb5TJMc0VjWPNNFRQTSwYEDqk=,41,30,99,99,1,20170317,20170417,0
EWfL9y7FyfQP4Wtx/VNoqAzkB3hzNPO1JtwAPVyy2YE=,41,30,149,149,1,20170327,20170428,0
fQs0DCBdgdwIc1Xb/WINequ/nfqxHNvO9oH5hEEsIU0=,41,30,99,99,1,20170320,20170420,0
QKiRm5pF6tvzx+TpP5d/FRxULXWNRjFlgQbTC+Q7Mtg=,40,30,149,149,1,20170327,20170426,0
rrBLr7Nl0pLc9ZndIkulEYeXw+Zx2q1Ek6VrAHy606g=,41,30,129,129,1,20170213,20170410,0
DpL9j+3/Sr8toyPvsCyRJ1gTTNpfvXQjUu7S4rxyIcU=,39,30,149,149,1,20170331,20170529,0
qo3teRiNjZpXIBNHAQFWyWhV2h241NaxSjWrB39FGU8=,39,30,149,149,1,20170228,20170404,0
u2hwr94ugLHpJ4OGV7fEraUGTLvtCNtCdHthB5HNvaU=,39,30,149,149,1,20170331,20170508,0
sfUX67W9Y6PTqNjOp7hc6v1sETisPsHptMuP/aHfXLQ=,41,30,99,99,1,20170320,20170420,0
L6cEhG8UKmiD78AkfdComd6+WPLmntYYLA8qMajQ4II=,39,30,149,149,1,20170228,20170413,0
2Evp9K5ExM7qQIv8hwZ1e77VB7LpUvDWswETzW8dcfg=,19,30,149,149,1,20170331,20170527,0
4KJvvg96DHm1xy48Mo/HgqBPAEmPsddFEcj7t9Pag+M=,41,30,149,149,1,20151130,20170601,0
t5JQYVvHAVMmHV2oRj9n37XYnkDqH6K9UZLzrHZz19w=,41,30,99,99,1,20170304,20170404,0
zd1D1JbLdrANdSFmfoZpKGc4IwBfvGUi7HhB7qzRyf4=,39,30,149,149,1,20170228,20170418,0
J9CClbhYb/p3yHAbx0YGg99om/2LLNWaJk+ClEGTP/w=,39,30,149,149,1,20170331,20170529,0
aAMcjWz0szpP4gL440L3aznLWlDspDdJU0bl42AWXYM=,39,30,149,149,1,20170331,20170510,0
enYaQpium+6RqdMP1F6yFms4iVVJhI4YrRi59oP+iOE=,41,30,99,99,1,20170321,20170421,0
/2KIhtZymVqWJ/P025VTNBgDAPQxj66Zsm2Psbd3TaA=,41,30,149,149,1,20150516,20170815,0
aiexCdbylUGK4c2xkILyYHnB0Atx4YGEwZg7DYVvYRI=,41,30,100,100,1,20170310,20170410,0
mJEkWEdAMNN4YfLqqcJ+qwxTlNZ5+Qjpx/ZoQabHY80=,41,30,99,99,1,20170320,20170420,0
GHln3Akg+l8wNTbi7GFw9xNzSoJaeL4L9xUxYdQq7JQ=,40,30,149,149,1,20170325,20170425,0
84PdctQ6/y4a+UpyIeQvv9YE/6WBWGA4za3zrZq2Imk=,32,410,1788,1788,0,20160623,20170810,0
MK9VEFlV1u2lJFvamy29mACw5YE9tzGlJnRo//5sOCk=,41,30,149,149,1,20151015,20180923,0
my937unWn5dh/gRODcfSrZzGnEzBIoj5iig0hkvB5hY=,40,30,149,149,1,20170309,20170408,0
slZooTxl2Xvzz5qjMKudPhtVTyhpNqMOy24P7YDBtRs=,41,30,149,149,1,20170315,20170415,0
3Eu25nu/7i6dhvBlk9JvKM3CueK1QtzTpDRFEsZTSnw=,41,30,129,129,1,20170313,20170808,0
1lGyIroAMUyBHXfb4D+EliH+2L2ZD/0fs4nIj54hFxs=,41,30,99,99,1,20170331,20170430,0
lgpXJMGVpqVNiJg/s6EARUKn4I1jI/FCc4N5N3pniMw=,41,30,99,99,1,20170320,20170420,0
yD/nUzXEOLUdkt59etuSCdRrd8HukEGwAZAdUSaJOi4=,32,120,600,600,0,20170110,20170510,0
oknTt5SQ6DrrJvdXJ1YEzjfLZckTYvkybSOBEjVb2J4=,41,30,99,99,1,20170314,20170414,0
/8cOsJ4DoLqGVCJbxYLrSG27VUeKXQPrWVVnm5t8AqA=,36,30,180,180,1,20170309,20170408,0
C4SLg33JCXcAxEUXU6Lt1j3t+IEDVvXAlYAhEMWT4GE=,41,30,99,99,1,20170312,20170413,0
3/FsYfMq82m05Z7rzqg8RxRn2JcHDPZAYGq604hJJFE=,41,30,99,99,1,20170316,20170416,0
itFv2mwEb2XbYvKiqIzmVuAL4UFycSxMzVUa9G7CKFQ=,40,30,149,149,1,20170306,20170409,0
HmSL3FhuQk7xa4b5ruwHFWodfWXsvM3xBNwLbzTPRT8=,41,30,99,99,1,20170324,20170424,0
wxlv0OGeZRXOSUvzXO+T6g+sL3D+nLsrgulMPatsHSs=,41,30,99,99,1,20170310,20170410,0
QA5MeXjz2cK2A2iVhfTv2fi7xO7ufEhQpv4wTnGT3mw=,36,30,180,180,1,20170321,20170420,0
ZiJDlZqMkCVeU5vuOt2MxFAYar87HbTQPBl4kWYCavs=,39,30,149,149,1,20170228,20170416,0
+7/NztvYbpSffDQxLhoaqTHjAZEXsZwHCeiXxA2B0JU=,41,30,99,99,1,20170324,20170424,0
sUxjl9he9HvvMZVxoUo545v6I8YBuCE4MAPqMXqfacM=,40,30,149,149,1,20170322,20170421,0
un9KR5nG4tyjmQhIVFASuzC4ATfvMopHuR6k4hfUvoA=,40,30,149,149,1,20170312,20170411,0
LAovhHQKMarj56CEAiJ9rD/9vg8Rmp+WbjbIF37VE34=,38,410,1788,1788,0,20160815,20170929,0
xytT97DaovRCUUGHrmu24hJD/WHQcZ4Q/S+Yty9LDJ8=,39,30,149,149,1,20170228,20170419,0
h/hs1zc5nkquMcVLYq/TN28WD3E6bMiDOUDytcPw3XI=,41,30,99,99,1,20170315,20170415,0
yjNhvMkJl166kWA29vATP9X+AFutAmN8zVPo3cEg4Bo=,41,30,99,99,1,20170318,20170418,0
ZPolPjg/1uZshmj8AwhfyQ3tmMBg+M7vdOO8yAmtQx8=,32,180,536,536,0,20170216,20170925,0
NSyzqY0rH9blbjKiw+5RpxCaU9T12lO8k+Ro+dSyntU=,34,30,149,149,1,20170331,20170430,0
bZFpXSdJ+5jzCEtvI894jplxnMWTp0ZUOQ74S+6RE5M=,37,30,149,149,1,20170320,20170419,0
uyEKbIYA/BifHkcpVJbMU4g1APtn7qXxMrHC5IdDH28=,41,30,149,149,1,20170323,20170423,0
G+WbVo8bNULaVeVQHOzfBEtrECTrcqg9SwNcXYtvO+g=,30,30,100,100,1,20170311,20170410,0
6VhJh2KJz8rTY7mdWYqNB1F6qAqTByDJ1si/UslIX+Y=,41,30,99,99,1,20170228,20170402,0
nV2KA7xozxzq4KBF8FbxqYc3xajNoSINpfsWEdsbvLc=,41,30,99,99,1,20170323,20170423,0
S9cgLEBSpBvE31vNLhJ0+3/Pa3koDoha3GlJ0f1tlIA=,36,30,180,180,1,20170319,20170418,0
W5os9/Dilr7i31jB7xvxTGQuzZrEXyJUPh0060rY2HA=,41,30,99,99,1,20170312,20170412,0
Cv4eqXFUoSk3/ICznE9rMGghYMjRSoBnyIKJr7jTZmg=,41,30,99,99,1,20170311,20170411,0
fD6q7VNZ07zxHvRfCJ89c10BA0IWZQ64ambfwjsQ/sI=,41,30,100,100,1,20170318,20170418,0
2j2+7Oy1+P5F9zFAhW1bvoMSLJQXpbUW1kPa+2b0owI=,41,30,129,129,1,20170316,20170417,0
o2I/P3b/DugQFbI06azIIzRdBKblrhQXSY3UgWocs7Y=,41,30,149,149,1,20170317,20170417,0
gyWWb6pKupd7Nz8QpEunoAj2gJJo4pUPgvd3b45pIr0=,38,30,149,149,0,20170312,20170411,0
pzGo40lRGvt6BKRa+GiTxOIOIP/25qBf3w2pmsJgIgA=,41,30,99,99,1,20170309,20170409,0
Q/VKhU7X2SIiCCX9dA799qT5RsmoAdf9aE4FTZpFtHs=,41,30,129,129,1,20170331,20170430,0
rOGrpgaIKN/M8Od8somriGZ96FMCoGeBw00Zfg4RjJU=,37,30,149,149,1,20170308,20170407,0
924vwbvBmMeWhowcH/msDeeim0dlBJBZxSq0rl6FQ24=,34,30,149,149,1,20170331,20170430,0
3Z+0zAKue+NBL9H+pkBCtypxOkLsDjDkFw1A4+wL4ow=,41,30,99,99,1,20170309,20170409,0
aLULwmVmw+Uno/mH0UUBpHeml97gUbyv3ShNev0/A88=,41,30,100,100,1,20170321,20170421,0
RBRNcyM0Ht1ntprk++Q66P0FbpvhJPObFNhK8t07U98=,36,30,180,180,0,20170314,20170413,0
/MAZIP1mSAqw54b/o1TRJTKoEGkeuC3GakXC22Owlx0=,41,30,99,99,1,20170331,20170430,0
Vi2t8jA+03C5K49SITdFFwtMGxo+YkRA2wkV3k9Ga44=,41,30,99,99,1,20170319,20170419,0
vghNeEYBVMpBA4UMpKI9tEq/BXF8o0K7ojAOZnYOHyU=,41,30,100,100,1,20170327,20170427,0
4ISHkzox2RZXitkzDKBYZoaSUvZF43BIbHfJyUbfIqo=,41,30,99,99,1,20170303,20170403,0
118QhzR35Jy4PN5XB42ibnlSDnLZ9pymfBW2IMyvo+8=,33,30,149,149,1,20170331,20170430,0
tq7PLcwfhYwensetYJRRE2YX89OwDtQ6Xgq2h3jduN4=,41,30,99,99,1,20170318,20170418,0
s5n/npBn9rElDxsye2Z97To3PjnAlXTkBkePOvMdN2s=,36,30,180,180,0,20170321,20170420,0
mE2GnNnmUkCvOSxnLogdkw5UW8AygHafweJ6lX2GgRs=,41,30,149,149,1,20170313,20170413,0
OGT8SOw69y55rV03vvJWQ2WIDPhJdITzASLFPmutlPE=,37,30,149,149,1,20170320,20170420,0
wKxPDoYSXkO8flz4bQSuodpfjxPHluJ/9LIrzjz8CMU=,38,30,149,149,0,20150107,20200215,0
77lLzOfOoHG/bgFZ4idXzarcYD06+Pp+GXW5uGWKaMg=,41,30,149,149,1,20170301,20170401,0
IvcrpKOOzKEeY8fjH7gl8jU9jCjhqtFBKt9VJKHs+fw=,41,30,149,149,1,20170320,20170421,0
xxYa8184qVc2YNtHJ7DEmm5Z2NdOAJBI8Z5zPGVPuoY=,41,30,149,149,1,20151206,20171207,0
SivCRhgv/RsI6EI+/lpV1ypWTzgJ8AhVNw+90xsR0QI=,37,30,149,149,1,20170322,20170421,0
oQQ4b6jtINE85TjHBh139uWkybz9lRMycElUKzZB/KM=,41,30,99,99,1,20170323,20170423,0
q/TJxGKj90+CEv8pX2C4Tj+IqywdeOpkZkaw96j6Z6U=,38,90,477,477,0,20170125,20170425,0
tM8fqMz9x2Y8jlo7pg95UUr0rWuABrSmvtP2ho+Whvo=,36,30,180,180,1,20170301,20170421,0
bJdjikhB4Fn4HBX8hFco6DSZ3Zrfq7iCvSe7FAdox14=,41,30,99,99,1,20170305,20170405,0
ba0HCdYfWS1sA765T35pubrKWPkkD/eP97zMq6xZF/8=,34,30,149,149,1,20170331,20170430,0
GzwNRUKt/D73VdGk7thT+D40JWEcifScXBRe10sFbOE=,41,30,129,129,1,20170331,20170430,0
GXWC8rBxy8tyEg/dPNdOoXSt5u6CFSUI5ySptlUB4Rk=,41,30,99,99,1,20170322,20170422,0
u7M/9LR9Y5w8Ckwr5+ZJQMkL4Jdw3ak132m8NcKA/CY=,41,30,99,99,1,20170322,20170422,0
5WhNprVHfWrKgAUGV4Jw1xNXTWonm4JdwJd1OvEk4ec=,41,30,99,99,1,20170321,20170421,0
Zlxc1ZMYb5lXBMU6wnZ4LUSOUxgTcVrH0XYWCQuQDuw=,40,30,149,149,1,20170318,20170417,0
MMzN4fnafJz1prTcaRiDhszJeLKSROrQU97XepFyORY=,41,30,149,149,1,20170327,20170427,0
QmdbC/N4rM/9juas7eKIjwcx48m0LaKrHJuC/pTWpNo=,40,30,149,149,1,20170314,20170413,0
BxIxcLU6GVFHlBIpk05UQV54JTB+1TF4Z1WLwnktRn4=,40,30,149,149,1,20170317,20170416,0
TVO8O7miLbBhmu41jbhuwL4EmPMeI+XfP+1a7BR/VoA=,41,30,99,99,1,20170301,20170401,0
tLKfddhUsbyqdSsD8d1INcOoQ4AdEqyTBOHhq0TOY+c=,41,30,99,99,1,20170309,20170409,0
