msno,date,num_25,num_50,num_75,num_985,num_100,num_unq,total_secs
tPWhsxADxbbFLvHrp6KXgN4Iv8OYqk/7ZHT2gyar36A=,20170304,0,0,1,1,4,6,1240.98
5tc8REjc99kTYeyF3r1JB/FzyJDa7tURQE2bBCXFPhc=,20170324,1,0,2,3,10,13,3286.965
0/fC3/eLG1y1gd1orf5FHq39ByTKAuhuaO9CyRjyYG0=,20170327,9,1,0,3,5,13,1781.025
Wv3++48nj5vZLNJlzxKLFoxSiYRi83LYehImx2JySuk=,20170326,0,0,0,0,3,3,546.0
JeFFq0KpLh2sCBgnuojgUck1bBfyshoO6nlPUx8wknk=,20170321,8,1,1,3,54,58,15012.696
MDfoFwwOeCdYoBaxXFt6MmVhlRH49nsHqWdLN6DkAJs=,20170329,2,2,0,0,10,12,2851.782
ynew2jQ90p8dhqcLcFI3bKTQrX8SZU2vZx7HhN8puHA=,20170301,0,0,0,0,1,1,185.295
bh6rn40LPaZ12RuTUCes3TFPKOfCBlJmmAafGDxMJl8=,20170317,0,0,0,0,2,2,472.763
zZKh2z6RCVvK2SsYT7CN/+7pfv+WnMhouYNy4nVN6LA=,20170314,0,0,2,2,3,7,1604.555
FN+SvjNU+ajxGmdv28NtM3XmJq1IVgD1mkkzMCqyr+M=,20170305,22,2,4,4,114,26,27346.78
iF7kAyc8UhMZB/u1W9AUnjq5OeVurVjVQiZifZ/TOEY=,20170316,0,1,0,3,18,12,5726.424
uj4iP1UNvGhfYPZB171gsnLGHFDbkKopUGpgKmGJziY=,20170315,0,1,0,0,22,19,5875.588
uEljSe3gsQhUcxDKxCXJUHLmDY65sz/cZfYPLUGkiuo=,20170319,1,0,1,0,44,46,11279.297
mXg6KpXymSDkUjLwKGc/spjBqjaZd+Av0XiQ+ZvWlqQ=,20170301,1,0,1,0,0,2,133.12
U9/ntg/oWX/rjXtw8MfMhdXfNPaIuOzbyGkkLEZqxJQ=,20170307,3,3,1,1,4,12,1497.022
+ISlrbQVbyRUf0xtqRoAE1Sr0lLahu4Gsb5+/rvnnp4=,20170311,0,0,1,0,2,1,649.221
9CzI6nyHmxZ815l5Rj8X7ZSQ5YfKl3/GBLSBgnpsZS8=,20170313,40,6,3,7,31,64,9093.453
IYp3CS7UqicHHvHRrcFZNDd12hkuD1nlS6w2Fg0NKlY=,20170302,7,0,0,0,5,11,1316.336
LKMIn1xmB6lSP+tduxsGEKoiZpuzDOnhvELzJAU4IKk=,20170304,38,13,6,0,52,62,14860.274
DpIAo4h9aRJ0do8kq8tKdq9qyWW5XImKsRkpmKXLBrc=,20170301,0,0,0,0,103,25,30346.404
R2GXJhWXrpKt4TneluTMfCZaSCEC6kxhmeptq1Ma49E=,20170322,14,1,3,4,42,34,11167.508
swn+oApX28Du0zZyFxKWAQycbQdMfhkSKrf+qQPZfRo=,20170319,5,1,0,0,14,20,3366.434
iSt7MQop71yOOp9oiLT9aXEK+exBlxvClkAtjQ7gOPU=,20170316,17,5,2,4,34,54,11211.693
2RrgYLtjJgDDW+vIus43mACFV4/aTs0PJotmv73J1Vc=,20170316,0,0,0,0,151,18,38704.179
AFOF8X+EPGH1PJzVNPsfPHvtfT2j0NE5RYFGuyd+sT4=,20170306,0,0,0,0,24,23,4943.0
30F3twwHM8J6e17Hg4gFjRKJVjHm24IvlosQOxPyuKM=,20170308,1,2,0,0,9,12,2443.393
tdjGiNa+Mcz78wosqVKA+W2BxrKetSSbD8T53TNhlwU=,20170303,2,0,0,0,2,4,496.906
pizo/RifqJHuTbMquRcVl5k8TTkgA6cdXL1VoNy7wkc=,20170311,21,1,0,0,4,24,1088.461
EsJ7CK3lGW9Q/sQg32rCK0+dlV1G3ZP0wZWnuIkYpuk=,20170304,7,1,0,1,58,67,15249.96
AkaoPP812fwhadTjOjUa/vEu2I1nxezhRL+65ccM1jY=,20170329,9,2,1,1,37,23,10620.551
at1HjvA2RPmE0/YATYgr+8kY/LCQW56KR/ZXyfyg2rU=,20170331,15,10,2,2,69,69,20511.649
ae9NcuJ6YtaEO0eTypq5OOGCjj1nzohwRoK6k6qPVVE=,20170302,8,0,0,0,10,18,2591.676
hyLC21XT9irMX85qMzMkp6x6jP+351lTzT+baxQDtz4=,20170316,3,1,0,1,23,28,5639.6
n4CJ0CiWd+6BONbZCX/oyCS5haWI0WSnEn2M2XM1Hhk=,20170319,1,0,2,2,3,7,1573.447
iRHoK4+ZSZhCeG9mOvYru69b90jHeTdfZ+P3eymwUXY=,20170320,0,0,0,1,1,2,544.365
DYlUgHAhIRmWW7888RLare2gySCF/Wfj5ZSd23g+Tqs=,20170303,0,0,0,0,65,44,17040.711
yDa1FUXOR5riU1fqbY532+H4tDvksq8C30ZvMWXssjw=,20170304,7,1,3,0,49,56,12973.185
LsQ8m1kXYyW7JqUudONzyNG2dUePeEkFJm8h7HiR+Rk=,20170311,19,5,5,6,115,95,29773.102
KBlzR4838ttW0mxzvY3tTe7HjX4SRselxgXotZ9zaiM=,20170329,1,1,0,0,35,33,8966.309
rw+ldVomTGivs8iJjpiSnbvl/9jP9QVcw2OB9RiLQtg=,20170303,7,3,2,1,88,79,19987.395
yAo3bar0Ct5QQsP/Vpx9X7hqgul5gNYxrFzBhjFgzs0=,20170309,7,5,0,2,129,55,35032.097
HCtk+32WWxBF5z0d8iPqO/gNQgQ7yiD98h3h86dXpwk=,20170304,0,0,1,0,7,7,1855.054
0YvLgw87Pf4uO79AvSU9Y8motgNNlTQTIQuF40E03Tc=,20170310,10,2,0,0,2,11,665.663
6N/s66xTzFbP+o5lAuh/WjId3KRIkVqkZHxOZinyHoE=,20170324,24,1,0,3,13,30,4422.755
joZvzWxwZcaF3+3hUUIPhn0TZuSLkhtaRLs8sHGxZ2c=,20170321,60,0,1,0,18,73,5008.57
R6kLVdhV61OWSdozJ1NfB6Wgp61fp7jlr09kny4r2lk=,20170316,1,0,0,1,4,6,1146.597
ksuToSa8GPIsQbHYAqQEoyzyXlav1eHnK3UWetVDiWE=,20170306,0,0,2,0,1,3,456.759
abn4QDNTyLnqjEXUZzjzSbeAg/T6bcljnazCQgyKWJc=,20170329,11,0,0,2,21,33,5712.966
GhYqUQswq3zossqoXExF9zBl2wc8VKDlCu0iqux51TI=,20170322,1,0,0,0,15,15,3691.265
jbSawWMkPgip1/7rwAxtiPghMqapFU0Z1ndbCW5I6iA=,20170312,3,0,2,1,7,10,1873.77
xaDQSDKni353hRBAsUuSITwDuv+Z6vhFBRcMkkXRYn8=,20170313,6,1,0,1,4,8,1403.723
Ep2Lt9YzDvEd5SvL0OR13Xe4nxHLhrRHAEoLJ6ZmFK0=,20170325,45,1,5,0,27,74,7151.934
m78kE2sf3iGvwTMk8c22u+BfS2Cmh5wfHYV3dAULlK0=,20170311,0,0,0,0,4,4,1098.0
+IO/HBDiRa+41nW+R+X6Lr1UBMd5lRRh/wcbunHY+HI=,20170307,1,0,1,0,3,5,854.647
k6+lyZV7fWRCLyxnub7xuPsofbCoGGXJT8z+4YXOn4E=,20170325,7,1,3,2,26,33,7309.068
zFdanXSk0jkClHiEcqfbpQMGv8tQofDOZYEsRLdJ7Tw=,20170321,10,4,5,0,55,61,16705.196
mAnos6IL/gnE598pJlVyPISIzEWb0JHcn25gc6aS3DE=,20170331,10,0,0,1,3,14,1074.27
W+ktFZY2iyicCtru9NuuhKPzcTPXLG5VSJTpXQSsjbs=,20170312,0,1,0,0,5,6,1210.575
WwAZTWYgE7W9nYBouCqADk6ZKRsZCOWOqIGa+3HbxyA=,20170304,1,3,3,2,130,124,30587.764
0KlOwlemiOK0S90rHcPBSBM68FBUNfdeaZOT7noaYrQ=,20170320,10,2,1,0,47,44,10532.493
D1g80ptIgZEgk8gphWqJUrpdTl++T07+/Lvu7Y0sq+c=,20170323,3,1,0,0,4,8,1082.837
/H/b9+cpZSS9oZSzIaHcfDc/Snw4smm94e1ymCr1vIw=,20170315,1,1,1,0,6,6,1792.65
bfXYE4aU8RLe+MxJqGu/maCfjwhQHVkMPrB7gNB8Mmk=,20170329,0,0,2,1,15,12,4098.622
IIfBQWuvSz35EAXfdLd86Q0TjahZJPHME+9OT820PcQ=,20170301,2,1,0,0,17,17,4386.29
9xOzZ+rsrBexy6Vge3vMfkxEaGaFqsZKSqS44WGvrAc=,20170317,20,3,0,6,31,50,8988.575
6TMKk1k4cRc+t7brgwBLQuY1z2thh317u10qYW/6OU4=,20170304,9,2,1,0,32,40,8770.679
oZFyl3YXsS+j4dE5mfL2YUeU06oMOe0nqYb4PnbySUA=,20170303,0,0,0,0,9,1,1665.0
4yXsaXFmTqi4WPzl7L5OZLmY4ymazoQSO3KZ4s6i8mE=,20170315,23,2,4,4,181,89,43198.199
Egr0yqFQXcr8/UPAfwStflzuzp2TujP4eXIBt3yK4Yk=,20170316,2,1,0,0,6,9,1409.872
DK8FPZz4v1We6FP5Q8aTGuFiOjXB81Y6enRSsSFjzro=,20170324,4,6,2,1,57,26,17292.92
GZbEPS1NEOp6a4VkUG5sy3+3GFtgFykq3PZLw5ez0j8=,20170309,0,0,0,0,8,8,2216.0
+mAsPVed061RSDifKHdZG93mdiAqq5ycPyqFerwFFac=,20170322,6,0,0,0,12,13,2750.012
ivLTzp7vVxRZWU3Bpc+nB9R8LLR+INuUoTZt2axg7N4=,20170314,8,1,0,1,27,32,7263.583
/tGGQQ3ngbaC7oMd+ENlg51Bfa8rquNMgFOJuEdCqdg=,20170306,0,0,0,0,3,3,813.731
G4IJbvUz3/DHb7tAFSpo5oaSReo8x8jP/dRljRJtUfs=,20170304,5,1,0,5,52,15,14729.427
0xr+cNE1/4RLEdlAyZCgS2RIxLFZpiUxsNgFPa9/rts=,20170315,0,1,0,0,3,4,829.49
dSYTgG30yUyOMpNe4QY7xzbWlBbOEyU9ql3H4h4NZJc=,20170311,29,11,0,3,46,49,13031.298
17ziJuMWRdmJ76PczkyUeWJdV1Clpjte28GKBaDHu6A=,20170320,1,0,1,0,65,66,17034.974
Q98a05uAShGWhgPsIih+E+YAmlsfwEgQCXswS7gAeWQ=,20170314,14,3,4,4,23,23,7562.245
bwVDZyJA98ymYRXk2ARGtWDuW7l10ARHzb9iG0BB+Y8=,20170325,1,1,0,3,2,3,1318.901
Ujtq5yelM/o0M4nYpSUyah0LguMeBUAgpXctW0WshVY=,20170314,1,0,0,0,0,1,11.61
GKDowvPF0pvdSSeuk2Q9RDEVyhITrbxqqIo+zmcJkis=,20170322,3,1,6,3,35,47,10580.687
6oJgKVBMTnv1e0bG0nM9M191y2qPi1DQ6Ed4MR7/0Dw=,20170312,7,0,1,0,0,8,201.088
M0v4+2UHyWZMeObyGJAjAeJvWuBz24+1FxeEtZlaSww=,20170329,5,6,0,2,26,35,7682.184
+p9MdSqBa24Xo3+K2lFRLRx+3ORcbhxSupnP++8DqW0=,20170305,2,0,0,0,47,49,11519.711
spZBn6itqRByziTBDVFe17hhX3/ahFIynHTrcHmixqQ=,20170319,3,1,0,0,6,6,1417.204
yXuEu9dXeBWSQWzZI6FaBQ2zuwQ84dBSLXxVsqKH9Oc=,20170301,0,0,0,1,6,4,1150.128
84yjaoo7IfW37Z800viyhdwFy/0hbvkPlMr/yG8PTms=,20170325,0,0,1,2,33,31,8520.723
6PRi0x26e11/mIfjwDjDQLh5VSaWweS7+880TVWA+UQ=,20170304,1,0,0,1,2,4,729.52
5VIFvxmipLmDL/IWavqghiPPw4o/bwUkYTO84eHGztM=,20170321,6,0,2,0,55,53,13794.446
QGblWsEFJnH7U9H63dimjgDb1Ptw7FCIJTXV9kcB5Uw=,20170315,2,0,1,1,20,20,4882.726
Jo31QixjGz2JYRBtbiJeFM0KBP53333JuvsUxe6the0=,20170318,0,0,0,1,2,3,825.352
pQQcS1dzJhukjsLavP4EVqHYiU2i5bp6oSxp0oz2nd4=,20170326,1,0,0,1,12,12,3399.224
SuwWhOV+exUN6sEjAn3q6Kj1F5qTHOLLqn8ATA+zlCU=,20170330,0,0,1,0,10,10,2713.308
cIj89b0fFk4OgzJy7JJNM4ph0YUU5EpgvKHX1+C6Z4I=,20170309,3,0,0,0,123,122,31685.528
7ZV5ZkvNCcYGGV4cIjqmZ6UWzUyDno3d/4xPigxH7yA=,20170320,0,1,0,0,19,8,4708.736
Rnp/zPklUWrknybKStIAQBmJy5F+bSin0jlCElyuqd4=,20170319,26,1,0,0,18,36,4647.992
QgKnydqnKfB7btRxZ1F8hERlEmgQ1IUzC+fLpD48wuI=,20170311,1,0,1,2,20,5,4620.372
hRAQZ51YdP2+W88xeMDA45ho6GdynBUu7xoziNDWIZw=,20170325,5,0,0,2,15,16,3677.756
GFXyTVDiwq8YZvIvdpVrmFtuv8/jusLSzz/Mqllxi9Y=,20170303,8,3,1,4,12,15,4375.501
hlhUWV47KAvsWcVYecDlSS2gWClXc79OI2JREFUbJH8=,20170312,1,0,1,0,41,33,10447.406
Foz4+t6cIBVt5+pp0Eq9MDqDJnMpwOjdr++bp701EBk=,20170323,7,1,2,1,13,24,3960.124
zXC0XhcDPLD55ftgdIQkJnEDqqZE+vZ8NrVgSwg1wBo=,20170325,5,0,1,0,23,28,5899.156
JRz4+RqjWMt2PNIW1iy0F7hSZYQene/QhA4cBfS92VY=,20170323,2,0,2,1,78,80,20712.166
LC4/HShXUFSTYlDoVqoFLnukK+uu0cPG0FN7g7IkhGM=,20170319,3,0,0,0,4,5,1204.084
am+qWCu0jBKwqJIYdm0PkZ7siVxkPtlBDKQdqQMQo6w=,20170310,8,2,3,4,75,66,18666.317
TNGXDE0R7KsPPGLkQ5a/pUKrv5jI7tP41ogZKMmiLXI=,20170320,4,1,3,0,31,38,8866.92
KX7SyN64zKWEZ7+vROYINWCWufiuYdxV/JDhuUSHb/8=,20170302,20,1,3,1,0,23,910.08
Zz2X6UsQUPNmf5rDXd6rokOWRJ64LwAFsosZXLwmGB8=,20170301,0,0,0,0,79,77,18955.134
n8alG1EN11wv2vcGOiiGDiDbuvz+5lzQKgQQrhYF/AY=,20170312,1,0,2,0,30,18,6973.476
qwrKovfhGVuBUuIIrSTZfhlwku9wjDu2KGIV4KZkCso=,20170329,7,6,2,3,7,21,3852.734
15CBWnOVuQypxJs4bofjHL8Pyx4duRYa8WYzNtrFnAQ=,20170322,1,1,0,0,10,10,2794.523
Dtt+4cDrb0iA7q77mMV6+BIdcEoAISpUtat617gJ5fU=,20170310,10,3,5,3,45,59,13404.306
xgOJBtNN5X710EDzzh4D9lehkIlvlTbG2MyLSRIA7LI=,20170305,1,1,0,0,20,19,4992.027
huZmfSWlM9zsF0l6uHgyEzIvhrPZxr7AB7tQySERwrw=,20170327,2,0,0,2,14,8,3965.822
8Vfrz6UVJA2v/QtmULTdX1VihJxrcKFe4LDQSW3ErMU=,20170309,1,0,1,0,17,11,4730.206
fSLOLJ/sY7bgK6TxZcQhvrnEdTlxGjz3/RYjZiXDnyA=,20170310,0,0,0,0,4,4,1047.378
JjnUez8/JhVbZphw0eFskzTe8PzXZ3G/qpf2i9uWCqs=,20170313,1,0,0,0,1,2,189.652
qZS6nKGQ9D/q7Nv96vZwsQmaWBbCsLyi45JOVAx9mNc=,20170308,1,0,0,0,187,1,34665.876
knZ/AOcV9FEvOzdQgkLbyE/PA6zSy381Qma2v+A1ioM=,20170305,6,1,1,2,19,22,4809.794
qn6WYSIHLgRn7X/AftazG4Z4YI8/VrFfqo4sUxr5eFA=,20170303,1,2,1,3,190,76,41178.095
1csYCUEyqZnV/S1AzG8qvsAyRcRv68+InqkEeVQIaxM=,20170316,3,1,0,0,37,37,9141.317
pi87kNMlHfjP8VVBQWMcYgVxtFC5tVHm3s5gOgismJo=,20170306,2,8,2,1,11,23,3689.358
+ECu+LpDNYVpElJsUl2qKNY4QIw103sankfeMUCR524=,20170323,0,4,0,0,17,19,3937.048
/vd9XRTsZ0022QugSKInsWs0abP5YFqAD9pKfN1UcvQ=,20170311,1,0,0,0,19,18,5134.183
RHn4KNznlWPz/SLDYEEMVzqetnNeEVUy2CmVZKmoeEg=,20170313,1,1,1,3,18,21,5152.905
auv9aOwtIqkm28m1P8Yx9oKzpUNYcnTB46idT9TlLX8=,20170327,1,0,1,0,19,13,4119.478
0uPvNFewC40oHEIJpB+qPez9bRtZgGMYsApp/bUpYYQ=,20170329,4,8,2,3,63,50,17257.34
13w40888XUYtf5zC5JDSxZRYLKT5YF7z33FevDWFm5c=,20170315,0,0,0,0,5,5,1139.373
q4JdWjwsYGkrV2tgzUkMBzEVJNk00G+tUZGNkYXGlzU=,20170321,3,0,0,1,119,116,29362.886
S8qOhU2PuERBU5dVb/69RbMzsp28wIZGW6N095Os4LM=,20170310,9,4,1,6,125,132,34213.1
cpyl2uhWo/+TiJaf4CWUaNDffx4GjFjtd57ZeQWegOY=,20170311,6,2,0,2,34,37,8563.998
su3983R4U+SM2giYvlCcNYptmydQrW4RL+sCdiZLxLs=,20170327,0,0,0,0,1,1,282.0
4Z0BiYJIzw1+gWVCwcj4I/b3NGqTMhhroQ2TbIb6s2M=,20170320,0,0,0,0,97,39,23947.15
E3eOhwJYdnS3x/4xPt0qwKCdCcMVVSWdg4S2VK8BRBo=,20170305,1,0,0,0,9,10,2261.199
REMVp/n2KQL64Baqrx7raXWFGnV8z/pAqgWdrcclhFw=,20170314,10,3,4,1,59,17,16131.163
Q/KEP8qp96YCthQcfme786OWLxYeKOFyhaUrgB9RbbI=,20170316,30,3,2,3,70,90,19148.957
6TjYGIXigCRFFa1dGUtN2eDfBa8Turxfo1N20g723lE=,20170323,5,2,4,3,18,19,6656.738
HcPC4XlMROqFGIwHadzM8AqN869DWVAjO+aB8odMC1g=,20170308,0,1,0,0,24,2,4880.423
SYLfoYCDvt7kCGyxK+GwB2JjWiZbBPSAW9iKsvf7qwY=,20170301,3,3,2,1,181,109,46168.691
vrkXvZNpjXDAcNq0O3eE244yQ7/gSs6FmPovOWoNmFw=,20170315,0,0,0,0,4,4,935.0
TIdj5nJeljFyT9AlxQ5JHNADh1nnUS2+VAfmUAS6rks=,20170307,9,0,2,0,32,43,7715.619
6/c8hPIYIb2xnnjRGfPHxywUNJawhGs4hQpwcOXXhvU=,20170320,0,0,0,0,1,1,197.328
D9vlz7edDJKCZw6BmMgijQUArXiGp6zpWEORXc3uoJs=,20170318,2,0,0,0,17,16,4392.28
ZLwnk0OwKTqPp63D5zMLhtFL/IzJVCgjVtbAZg3B16M=,20170318,1,0,0,0,58,58,14113.846
0W+odZg483KVIUrkpYAWsgOb90BzRZjtq6Ed24s8VTA=,20170317,48,5,3,3,23,61,6117.748
LA5UHUhcLznqXW9zwCezFJUZgAetlozth8cHkDbEi/w=,20170310,1,0,0,0,5,6,1222.318
5xob4Ck0TQ5RMRUKp4rj35F2wK7ByTw0yegbhZ5UDzI=,20170303,5,0,0,1,8,6,2172.606
x81DV6MyuoIPyYU6nEn5ePWFZ1zRr5UhXeXdlakjnns=,20170331,12,8,5,3,26,46,8938.954
uPC/L9YrV6ECG0KDl51v0Xb6k2PC4LhL2So/ae4nTIE=,20170315,3,7,3,0,64,14,16290.883
RpqEWM7VW7T6CiXpqe7eXXUbne9+U/PHnQ1WVtkHmdo=,20170329,6,8,1,0,8,21,3191.478
asWK3d+T1zG9CHwNqqp+Gis1mVA4n1l6UeZsFZs4NtA=,20170328,27,3,5,5,42,33,12554.078
QStnoJGmLxGW7amdU38a8dhyjqV3AXZRbKXa3FnN9rQ=,20170305,1,1,1,0,8,8,1978.701
1obdLEGSkSop5TBydv8UUIwXVoPxJ6w/pDxdembqAgY=,20170319,17,3,1,2,53,34,12157.459
3/EnQ0O2eR8trs1gYFj7hDgAJiCK7i+QKF+hP/NgYfU=,20170315,2,1,0,0,8,11,1826.038
KWU4fYf/eXRfu915Z5lhUgLIIWsf0U7ZC8pLoyWwi74=,20170330,0,0,0,0,5,5,1337.155
+JHy+cVx6Wd/DkTx3HQugSVLA1wzVOMCqwm1a96yncY=,20170314,0,1,0,0,24,23,5615.576
TAOocEJa/0qryBYsK6J2nRYHB2OV50xD56dGJUFGcMY=,20170327,11,6,1,0,12,28,3968.596
j1DYpP+ArT91Y0iT6sOO3UxPdZoEdPOt90ubFIb6+DA=,20170307,0,0,0,0,4,3,971.857
t4Nzq7YdZp/wvijh2IOpc6X/iIqME9qIBaHB2YyeNhw=,20170314,7,3,3,1,112,80,30762.404
gFcfomiMVySrTXjUHz0RtEuy0IahVLh/uA7r6LhbOIY=,20170314,3,4,2,1,9,17,2961.805
HupN9qtg62xvnIgDwGliPqXvYWSPS4E4LdCxoRPgw5g=,20170324,0,0,2,0,58,56,15566.01
+sewTWho0IDPK6KWDyg56Hfx7bvpSddpCdZCf2AJv0s=,20170318,17,3,4,7,94,85,25454.289
AAtfG1usQ6F/hVBZzVad16b7cqOC0MolD25RROJFl4s=,20170313,8,4,3,3,39,45,10725.79
aADVvC+rnVy7W4lJqm227vYdHiWUV0CImxs1nSNzd+s=,20170303,2,0,0,0,15,17,3846.431
u93tKwZUCxf3loThen9zEgRfZFJjMHbcCT09YAg97kA=,20170303,0,0,0,0,1,1,211.67
LhR7yEl+/FxVxhNrbyZQI89uuSUZrAuFCX4JsOuQG40=,20170328,1,0,0,0,9,10,2213.865
9RwuEdOljLsGTWUohC519Tk+foHkJuJViwJXOri3vzg=,20170325,1,0,0,0,15,16,3852.969
BM0UTs5CUIMKWgdWRsFbOtzb14HkKdl5bPorM/MBuCM=,20170314,1,0,0,0,27,27,7067.92
V7at5XXhnNL/3UjPPRvm2sntp8xJwPDH3U/BLcU1iPM=,20170307,0,0,0,0,40,1,8083.32
Dpm5VV3xjDvPoXxN1a5fwtMXCRbIQy8aKluRKUp2dSg=,20170330,4,4,1,1,6,13,2121.833
VzuQdj/548loNoVJUuVWMgimYG2V9aCohemN4TQtwlo=,20170328,9,4,0,1,22,35,5494.088
nsltAarg4dV/okJV7qXBkVYtVz6GxG1ytIWAW1w/8Rw=,20170302,2,1,1,1,5,10,1648.875
FAdszvFEM2/8c+Fc8+1ryLUn/K+sO274CiHzqCyOgWE=,20170325,2,2,6,0,26,33,7996.488
JqT0ynG+WM714hpCUogQQxSsADCLVbmOFN+ZPx8LHXY=,20170328,2,0,0,0,27,16,6837.196
fP6t31Pp6qp9qx2+Wm9qIOZnr7LXjV+15lWV5IsBWtk=,20170310,0,0,0,1,5,5,1528.856
1KnvSw7f5PgR+KCY8yyr3B7RYNClsM+Jxox9CC/BSBY=,20170326,11,0,2,10,105,122,29220.187
m2jS5TFgTKd3hAd+wxAQxC5HKxFLqcbdL7c9cEdSr2Y=,20170330,3,0,1,1,109,70,26885.745
EmlkSBXhgHnsf7bsjAEsIBsRQm/ydXHWbMymhWquMeU=,20170316,0,0,0,0,30,30,7395.0
7ZMJMsQ4WSHind9TwNHvCRiys9xL+6//EWPG9F1W11o=,20170316,2,0,0,0,39,24,9973.596
WFQNlwkeMG0g9cp9LL5c5sC7RiU23SA5LHlNgsyHnEo=,20170308,6,1,2,0,53,27,11683.332
xs7bobviVLgwy5lEZ0SXGldSbG+HSOrHPALM+A1NFhc=,20170305,43,21,1,4,129,159,37838.934
aZVCvs2TLdssy3tCUfkILen55N4NP0SCTD4yhk1iRuI=,20170309,2,1,2,1,49,50,11983.541
P1QhHSpdrW1LKFImCyUD/M3ivcYYe+Wgh1BgNRhffKg=,20170327,0,0,0,0,101,71,24251.0
Huk5OkRFUlDAM0tBij7Ld/9Iua6+nQh2UmRa1oOWpbM=,20170324,14,2,0,4,24,43,6891.268
5Gr8I2BaqwrDcMuaR218El3/X8rWd1inM/TcKPf4eSQ=,20170301,4,2,2,0,2,9,1223.319
QvA9Kk0NcNbgkYvctv9LPF+tKzw2iqfxRS2ZOZYxco4=,20170309,0,0,0,0,66,58,17110.838
HS1/9HCjVHAsuYP5CA1QQ8SFzsmc0y5qna1H9w3FYYE=,20170309,11,1,4,1,25,35,7625.637
vMje6KnuWXhXai7wBDLVIrUr1HdfEDbg5q4B0g1T/RU=,20170311,0,3,0,3,1,6,1238.675
BCybT9hpIrjfB0zyfqJ86G0sHj8wBy+arOAFNAyJDao=,20170314,1,3,0,0,1,4,494.864
ucDHkiXVLbcAaZbG28AdOOD35+0EtONKGOXFySXxq8Q=,20170312,0,0,0,0,11,11,2715.0
FPOd8Ivyl1ijuUVn79zBur3Rr8Ck5LELrS5B9TSuQLg=,20170315,7,2,0,1,81,84,19228.599
5ax9di95T2Yq1Dlrld29GMfgvOfSOf52Y3QlnbSsL/Q=,20170322,5,1,1,0,29,35,7787.638
FtOwEUSj8+hCwrDP3mfAsRvDxdFsiuQO9PeSF1ietlA=,20170327,2,0,2,1,9,12,2537.354
fK1gd/mSMqQOaDYXax1mGJTMc21JFpRBvI7LOo8/DRM=,20170311,0,1,0,0,1,2,429.913
zKAIU8V0FKn7fIEXkFRq+7OHldGEtkcswcuCrHWAnH4=,20170319,7,4,0,0,79,50,19724.052
8stGNexm/SyLyHkiLRiox8BTZ5EP9yXJIh0N3R2wNqo=,20170323,1,0,0,0,3,4,709.353
+ieqExRG729SU1DUqvoWGLkdGHmxbw4fzFBeeoJmTPE=,20170303,8,9,4,2,4,25,3183.571
ieJxdOLPwLtjZE0Nt6aR6Q5OKxgZtW9rjuBBJut37Jo=,20170305,8,2,4,1,68,55,17101.254
JvghXcI9EB+fWIhdo/W+aDlrTCJGSBKpabB1jM+v9eg=,20170317,4,3,0,0,49,56,11433.29
TbO3HL7fVMfgZTFk2NYmjIBenmmoixouoBVbBgWl1H0=,20170330,1,0,0,0,42,41,10520.689
C0nwXFkPp8q9qeolFzbO8uks85DN6/MV+41x7Qh9aCE=,20170324,0,0,0,0,4,4,940.906
glRb3FtM3OhoE8/DK4eA4wPtCBiGabzyMLlKrH45i2w=,20170317,3,0,1,0,16,18,4009.165
2ndPYhbSgcBCVLLTDfWEHhEyPB0Lfd4oku5naRwdp2s=,20170311,42,16,8,5,1,67,4819.327
9oOmc0fMtzEQA6/+nqgksmJjCnMdqWzZt/E+87e/yZ4=,20170324,0,0,0,0,9,9,1952.0
eFKik9FhC9IDOmZmQQWSkto8GTvv48Hr12mYsd13N7Y=,20170315,5,0,1,0,182,97,41815.776
LpMGxUKv/metFcb0+1rHnnkeV+XSA94NNgIGmP6XICY=,20170322,0,0,1,2,17,17,4684.574
qG42rYP9/eEmvpAir0YjRnhfnqVUyVSc10oSEBZ4+zA=,20170308,54,20,8,1,15,69,6759.424
9doUX4pLzVFO0IsiBVBE8foRJKntYwxqJmd+n95MpKg=,20170311,1,0,0,0,5,6,1324.72
cNiY6Lgq3qNtNdOVqaRgnJ56sGaO5Vahu6h8MuUzc0M=,20170314,35,3,4,2,114,102,29193.388
JxI3eti1/P8eLURhXVn9M7x58BxDS+LtHibk3BDDnHE=,20170329,1,1,0,0,7,9,1977.043
U6xhHZNzXKvbbhALRLmlQa0tPEhrhTnY3yLnULXZY/8=,20170302,12,0,0,4,47,54,12854.551
xsgb29pbh9UaWN5jSVzUUjaDZl0vy098NmGOhBaIuNA=,20170322,0,0,0,0,1,1,187.0
gpitEpVnVRQ73Qtlf7y0ucsvnxQ+PrmjuW3NART1AEg=,20170324,0,0,0,0,47,20,10549.0
8z2zdGk54OO+5aZicfNXmaVqpBBSSGAkdCmomEm4yR0=,20170327,14,6,2,9,26,40,9503.834
w9XvEc14HGg8JASRgrYtD2MrTX6wn9MHnf3oqRdxKus=,20170330,2,0,0,0,16,14,3889.146
1FtuXboveI+a1rc7ORFlBBQPvoNBVcJ6DLJXadQtxgw=,20170304,5,1,0,3,30,34,8503.061
EjBMclk58ka6cSI6Zz+ZfNoJrRxYexnmAPFhCs9A7Fo=,20170305,13,0,2,0,35,11,9574.699
fQCBZlyO6MCa60gtjpgJMwyrrG1ztMdPf5u/E75pV4o=,20170330,1,0,0,3,12,16,3669.363
